BANK_ID,TELCO_ID
21962,C-55754
13666,C-44486
14726,C-45891
19806,C-52811
15115,C-46427
25783,C-60872
14773,C-45954
10888,C-41040
11876,C-42234
19905,C-52948
25377,C-60332
12699,C-43265
19891,C-52925
17469,C-49594
15407,C-46806
25162,C-60040
12264,C-42707
15751,C-47268
16416,C-48167
11750,C-42073
14972,C-46230
21372,C-54950
23782,C-58207
23183,C-57404
27456,C-63033
23612,C-57971
15358,C-46735
14258,C-45274
24259,C-58835
22150,C-56006
24298,C-58885
21108,C-54595
10427,C-40493
20468,C-53718
17525,C-49665
16715,C-48565
16848,C-48742
12755,C-43336
13193,C-43883
18121,C-50485
17937,C-50235
26374,C-61627
15396,C-46793
12459,C-42961
14194,C-45193
20643,C-53948
17851,C-50116
23560,C-57906
23568,C-57917
13462,C-44229
25531,C-60547
27182,C-62680
16589,C-48395
25431,C-60409
22876,C-56985
23096,C-57284
12947,C-43571
12689,C-43253
13769,C-44620
11437,C-41696
23659,C-58033
27112,C-62592
13806,C-44673
20700,C-54018
16722,C-48580
22789,C-56863
18498,C-51009
14368,C-45398
22281,C-56182
24518,C-59180
18768,C-51377
27231,C-62742
11447,C-41707
16637,C-48465
12476,C-42982
19502,C-52391
18178,C-50563
19588,C-52508
14435,C-45494
12426,C-42921
23211,C-57441
24558,C-59236
15506,C-46946
13956,C-44878
16441,C-48198
13893,C-44794
23435,C-57737
17904,C-50188
22765,C-56835
25958,C-61091
27008,C-62467
23139,C-57344
11821,C-42164
23159,C-57376
22560,C-56552
11262,C-41487
20173,C-53308
18868,C-51511
20856,C-54228
22465,C-56425
25074,C-59909
14835,C-46035
21553,C-55198
12704,C-43272
19822,C-52836
22848,C-56942
14488,C-45568
17184,C-49213
16574,C-48377
19746,C-52731
17103,C-49106
15422,C-46826
20130,C-53244
25390,C-60351
22857,C-56957
24803,C-59547
19649,C-52600
16828,C-48715
18315,C-50750
14799,C-45988
22383,C-56315
18967,C-51649
20595,C-53887
10369,C-40428
12280,C-42730
14462,C-45534
26449,C-61730
20250,C-53412
23890,C-58346
24951,C-59747
23806,C-58237
22482,C-56449
24336,C-58941
20422,C-53660
25807,C-60902
21695,C-55390
15231,C-46576
25153,C-60026
26056,C-61215
18398,C-50860
18748,C-51347
21974,C-55769
16979,C-48926
21834,C-55567
16752,C-48615
25137,C-60000
18483,C-50983
21651,C-55332
24004,C-58494
20085,C-53183
20819,C-54176
19024,C-51733
13877,C-44774
23092,C-57279
26750,C-62128
16175,C-47839
25291,C-60218
27198,C-62697
23988,C-58472
14592,C-45706
16750,C-48613
23152,C-57364
20913,C-54309
19243,C-52024
12684,C-43247
17917,C-50203
15652,C-47134
25306,C-60239
21115,C-54605
25681,C-60743
21100,C-54583
19952,C-53012
23525,C-57857
21743,C-55453
13946,C-44862
27327,C-62861
24520,C-59182
26333,C-61572
18168,C-50547
13016,C-43652
17373,C-49464
21210,C-54721
18880,C-51529
19753,C-52742
21749,C-55460
14753,C-45928
18588,C-51132
12506,C-43021
11512,C-41791
18985,C-51676
26122,C-61303
15693,C-47188
18156,C-50528
24029,C-58534
22300,C-56207
11783,C-42115
18666,C-51237
22500,C-56477
17009,C-48967
24450,C-59089
19339,C-52163
17931,C-50221
20545,C-53825
18348,C-50793
12433,C-42930
12431,C-42926
12158,C-42577
18536,C-51062
17469,C-49593
12186,C-42613
22400,C-56337
18508,C-51024
18404,C-50871
20822,C-54181
13948,C-44868
27403,C-62959
25973,C-61114
23208,C-57438
13916,C-44826
16345,C-48070
10491,C-40568
21232,C-54753
17420,C-49531
19742,C-52726
19018,C-51726
10487,C-40563
20966,C-54381
14598,C-45713
10991,C-41165
18665,C-51236
19577,C-52490
24194,C-58751
25713,C-60782
20048,C-53137
22907,C-57025
21575,C-55224
15786,C-47314
24758,C-59491
22416,C-56361
22365,C-56292
27022,C-62486
16061,C-47669
25677,C-60737
11376,C-41621
16540,C-48330
12717,C-43288
22486,C-56454
27054,C-62525
21018,C-54471
23713,C-58108
11194,C-41411
18916,C-51570
27216,C-62721
22004,C-55809
20010,C-53084
19223,C-51998
12501,C-43014
22027,C-55842
17551,C-49702
25279,C-60204
12634,C-43181
15055,C-46343
20013,C-53088
26326,C-61563
17617,C-49792
16315,C-48031
21627,C-55297
21683,C-55376
15993,C-47586
18301,C-50733
23101,C-57292
20844,C-54211
26802,C-62194
16635,C-48463
13018,C-43655
24587,C-59272
15022,C-46293
27486,C-63072
13355,C-44096
23875,C-58327
16453,C-48214
10580,C-40674
21258,C-54788
16753,C-48616
16674,C-48517
13780,C-44637
16714,C-48564
13067,C-43721
24599,C-59286
22665,C-56694
22473,C-56435
23973,C-58451
18096,C-50446
16558,C-48356
17234,C-49277
16168,C-47826
14939,C-46190
25623,C-60661
14115,C-45086
17030,C-48999
16449,C-48209
18243,C-50655
17570,C-49726
20655,C-53960
12508,C-43026
16057,C-47663
22836,C-56923
22434,C-56385
23409,C-57706
17314,C-49387
20971,C-54390
23584,C-57939
16235,C-47925
16973,C-48918
21665,C-55353
21600,C-55260
24494,C-59149
17062,C-49047
23652,C-58024
26198,C-61396
24234,C-58804
22754,C-56823
24403,C-59027
12870,C-43479
11859,C-42212
24887,C-59670
19859,C-52884
15609,C-47076
13301,C-44029
15232,C-46578
26019,C-61170
20385,C-53606
16000,C-47594
21216,C-54729
15496,C-46927
12654,C-43208
20385,C-53608
14226,C-45232
23574,C-57927
15811,C-47345
16614,C-48429
11061,C-41254
23994,C-58480
23947,C-58417
19016,C-51721
22334,C-56249
16862,C-48763
24426,C-59058
18186,C-50575
27138,C-62625
20018,C-53095
19341,C-52168
21061,C-54530
15138,C-46454
23471,C-57784
16320,C-48036
17422,C-49533
11785,C-42119
11785,C-42118
23370,C-57649
26393,C-61652
13011,C-43647
12761,C-43346
19584,C-52501
21133,C-54625
12996,C-43630
21206,C-54715
17161,C-49185
14842,C-46052
23648,C-58017
16357,C-48087
19637,C-52585
18818,C-51448
26925,C-62356
20125,C-53237
16390,C-48133
25176,C-60068
20747,C-54079
19735,C-52717
19531,C-52431
16595,C-48402
23717,C-58113
19815,C-52825
11342,C-41580
18630,C-51189
18160,C-50536
27646,C-63282
11472,C-41740
14040,C-44986
24396,C-59015
22490,C-56461
21763,C-55475
12138,C-42548
19842,C-52861
25294,C-60223
24100,C-58625
26399,C-61660
18215,C-50618
25798,C-60893
17888,C-50163
17122,C-49131
25150,C-60020
16824,C-48710
19658,C-52611
23355,C-57630
18185,C-50574
24692,C-59406
20746,C-54076
24439,C-59075
23802,C-58232
17689,C-49887
23083,C-57265
27696,C-63353
20172,C-53307
24512,C-59170
23749,C-58162
13269,C-43984
13208,C-43907
23932,C-58398
20087,C-53187
17824,C-50078
12516,C-43036
11315,C-41547
15834,C-47373
16442,C-48199
19084,C-51807
14492,C-45575
21152,C-54650
22726,C-56785
16642,C-48475
23147,C-57355
23466,C-57778
23296,C-57550
17233,C-49276
28078,C-63859
27168,C-62659
19337,C-52160
25366,C-60318
11287,C-41516
10846,C-40991
23323,C-57586
23181,C-57402
14175,C-45167
25754,C-60835
18565,C-51102
27429,C-62994
18589,C-51135
21583,C-55235
14836,C-46038
24856,C-59626
18493,C-50998
19091,C-51815
20747,C-54078
14012,C-44946
14660,C-45797
21452,C-55057
19832,C-52848
23152,C-57363
16844,C-48736
21055,C-54522
25103,C-59951
11103,C-41302
26298,C-61526
17787,C-50031
17700,C-49909
26136,C-61319
18699,C-51283
15152,C-46473
23823,C-58263
26152,C-61339
13530,C-44313
14381,C-45413
18115,C-50476
18808,C-51434
17353,C-49436
23701,C-58092
24827,C-59580
26107,C-61284
23837,C-58277
23616,C-57977
19302,C-52112
21456,C-55063
10592,C-40691
24866,C-59643
21643,C-55321
16426,C-48178
23246,C-57489
19851,C-52874
10522,C-40605
20057,C-53148
18044,C-50376
20431,C-53671
19218,C-51992
27610,C-63237
24025,C-58527
18356,C-50803
20646,C-53951
19655,C-52607
11020,C-41197
24931,C-59723
22064,C-55891
16754,C-48617
26428,C-61704
24422,C-59053
13382,C-44132
24132,C-58668
20674,C-53984
17894,C-50175
23717,C-58114
12962,C-43591
19736,C-52718
21224,C-54742
14022,C-44959
19182,C-51940
21289,C-54834
16157,C-47813
17217,C-49257
19155,C-51901
18596,C-51143
13826,C-44698
26208,C-61408
12610,C-43152
16482,C-48252
19063,C-51781
16930,C-48860
18867,C-51510
16123,C-47759
18076,C-50422
23348,C-57621
26596,C-61921
13282,C-44000
13381,C-44128
24756,C-59487
26983,C-62435
19743,C-52727
21431,C-55029
22210,C-56089
19619,C-52559
23197,C-57424
26827,C-62229
26367,C-61620
19156,C-51904
20293,C-53477
19572,C-52483
12737,C-43314
22306,C-56216
20944,C-54347
15833,C-47372
23168,C-57386
26291,C-61518
22146,C-56001
22876,C-56986
27801,C-63482
19277,C-52074
19483,C-52361
18824,C-51454
24645,C-59344
13901,C-44806
21278,C-54819
12568,C-43099
27799,C-63479
22791,C-56866
20225,C-53380
17495,C-49626
28213,C-64032
26428,C-61703
18521,C-51040
24899,C-59685
18634,C-51197
10196,C-40225
27223,C-62733
16058,C-47665
10363,C-40420
27362,C-62903
21163,C-54663
23195,C-57420
12929,C-43549
20290,C-53472
24890,C-59675
27280,C-62802
24020,C-58519
12562,C-43091
20804,C-54154
24606,C-59297
16567,C-48366
21936,C-55720
21847,C-55584
22831,C-56916
17848,C-50111
12839,C-43443
10419,C-40484
21295,C-54844
11490,C-41762
13612,C-44419
11489,C-41761
10815,C-40957
19491,C-52375
14455,C-45524
11402,C-41652
16357,C-48088
14946,C-46198
15965,C-47548
22750,C-56819
20462,C-53712
25658,C-60712
27828,C-63520
22687,C-56730
21662,C-55346
13931,C-44845
20437,C-53679
20657,C-53962
23557,C-57902
19774,C-52768
19600,C-52527
27559,C-63169
12389,C-42873
27965,C-63704
19323,C-52138
15629,C-47103
17584,C-49747
26749,C-62125
21718,C-55422
22651,C-56675
20586,C-53876
27884,C-63598
23094,C-57281
25100,C-59947
19529,C-52425
25224,C-60133
22966,C-57102
24086,C-58608
14836,C-46037
16507,C-48284
22453,C-56410
18241,C-50650
27115,C-62596
22865,C-56966
12812,C-43408
22222,C-56104
18938,C-51601
28087,C-63873
16507,C-48283
24411,C-59039
20544,C-53824
28070,C-63845
12551,C-43079
18944,C-51609
26099,C-61275
20991,C-54425
19893,C-52928
15798,C-47330
21742,C-55451
24825,C-59576
25926,C-61052
14495,C-45578
27756,C-63425
24324,C-58924
19614,C-52549
11930,C-42295
10284,C-40330
19173,C-51926
27576,C-63192
26764,C-62144
19489,C-52373
25597,C-60627
21519,C-55155
20788,C-54134
13583,C-44383
22412,C-56356
24973,C-59777
27345,C-62884
15273,C-46626
27661,C-63302
23118,C-57314
24689,C-59402
23614,C-57974
27911,C-63639
20367,C-53584
25526,C-60537
26693,C-62056
27879,C-63590
14616,C-45735
18949,C-51615
19281,C-52081
20133,C-53248
20734,C-54063
23569,C-57919
21928,C-55702
21332,C-54896
19329,C-52148
22601,C-56605
26502,C-61805
22273,C-56172
24611,C-59303
18505,C-51019
11655,C-41960
27146,C-62633
18557,C-51091
17380,C-49474
27681,C-63331
17190,C-49224
10559,C-40649
26252,C-61465
13784,C-44644
14885,C-46111
25390,C-60352
19895,C-52931
16109,C-47738
16109,C-47739
20014,C-53089
22136,C-55990
16774,C-48642
20750,C-54085
17495,C-49627
20257,C-53422
13544,C-44330
11004,C-41179
19945,C-53002
12550,C-43078
19785,C-52783
22684,C-56723
24690,C-59404
19176,C-51930
27296,C-62824
14903,C-46139
25450,C-60433
16548,C-48342
14422,C-45471
22094,C-55933
19508,C-52400
25010,C-59829
24039,C-58547
28389,C-64256
10318,C-40370
17516,C-49656
23245,C-57488
27902,C-63624
23163,C-57380
12308,C-42765
12942,C-43566
26300,C-61528
22058,C-55884
19399,C-52244
25760,C-60842
28081,C-63863
26625,C-61958
27291,C-62816
24419,C-59050
25580,C-60608
25024,C-59845
25505,C-60510
20337,C-53539
20486,C-53748
27291,C-62815
22724,C-56783
25061,C-59894
19631,C-52576
17212,C-49249
22923,C-57046
22832,C-56917
25412,C-60381
12865,C-43474
25882,C-60994
16288,C-47993
23356,C-57631
22691,C-56735
26279,C-61502
13707,C-44538
10915,C-41075
26088,C-61261
14614,C-45733
22036,C-55854
15220,C-46562
26551,C-61868
26453,C-61739
26116,C-61295
26474,C-61764
14821,C-46016
12638,C-43188
21338,C-54903
19632,C-52580
20622,C-53921
23186,C-57408
20008,C-53082
16069,C-47680
16310,C-48024
24648,C-59348
18802,C-51421
13567,C-44367
22508,C-56487
16456,C-48217
25205,C-60109
12897,C-43512
25385,C-60345
27646,C-63283
25026,C-59848
26334,C-61574
19825,C-52839
14574,C-45681
14704,C-45862
10217,C-40249
26161,C-61350
26935,C-62368
14650,C-45783
26801,C-62192
27414,C-62975
23071,C-57247
17398,C-49502
16282,C-47985
17884,C-50158
11936,C-42302
26603,C-61931
24496,C-59152
24414,C-59043
22895,C-57011
15729,C-47239
14265,C-45282
19177,C-51932
26763,C-62143
23822,C-58260
27815,C-63500
22846,C-56939
13862,C-44752
15106,C-46413
14644,C-45776
26005,C-61152
10071,C-40084
16975,C-48922
11648,C-41951
21533,C-55172
19145,C-51887
19413,C-52264
27760,C-63429
23638,C-58006
21467,C-55077
10860,C-41008
10114,C-40131
14422,C-45472
15057,C-46347
17800,C-50048
23124,C-57322
22152,C-56009
24354,C-58963
22969,C-57107
21545,C-55189
23754,C-58167
14836,C-46036
19149,C-51892
25407,C-60373
27413,C-62973
14330,C-45356
18578,C-51117
24172,C-58720
22402,C-56343
20405,C-53634
23164,C-57382
21706,C-55404
22386,C-56319
27451,C-63024
15830,C-47369
24866,C-59642
18050,C-50383
24773,C-59509
17712,C-49925
19554,C-52458
17035,C-49006
15454,C-46868
18921,C-51577
11433,C-41690
14401,C-45436
15638,C-47113
18683,C-51259
11772,C-42103
24599,C-59287
19785,C-52782
14103,C-45070
10623,C-40726
15002,C-46263
25052,C-59883
27764,C-63436
25568,C-60592
13721,C-44554
15036,C-46315
26800,C-62191
14199,C-45199
20969,C-54386
17774,C-50013
21463,C-55073
10954,C-41123
15672,C-47157
23504,C-57833
21995,C-55799
23800,C-58230
21871,C-55620
15584,C-47047
20156,C-53285
13780,C-44636
12128,C-42536
20562,C-53845
23293,C-57547
22793,C-56870
19819,C-52830
23903,C-58361
14256,C-45270
15791,C-47322
24896,C-59682
23812,C-58249
22260,C-56155
18377,C-50833
12684,C-43245
17637,C-49816
24426,C-59059
11376,C-41620
15992,C-47585
16191,C-47862
19082,C-51803
20038,C-53123
16630,C-48452
14876,C-46098
10367,C-40425
17761,C-49989
16928,C-48858
18992,C-51687
20249,C-53410
21000,C-54439
24843,C-59608
27830,C-63523
20249,C-53411
20768,C-54111
25678,C-60738
16794,C-48668
15272,C-46625
24768,C-59503
19505,C-52395
20346,C-53550
22471,C-56431
22867,C-56971
27689,C-63342
26843,C-62251
22283,C-56185
12815,C-43412
20490,C-53754
12901,C-43518
27117,C-62599
25002,C-59816
23954,C-58427
25612,C-60648
18158,C-50532
13809,C-44677
16279,C-47981
19076,C-51795
18758,C-51360
13952,C-44872
11807,C-42148
17380,C-49475
23983,C-58466
25281,C-60207
14904,C-46141
16155,C-47806
17863,C-50129
24848,C-59615
16907,C-48829
21663,C-55347
16533,C-48319
21169,C-54672
18598,C-51149
26980,C-62430
17256,C-49311
28133,C-63931
19370,C-52205
12926,C-43546
22980,C-57126
27351,C-62890
21622,C-55290
16626,C-48445
23129,C-57328
16648,C-48483
17235,C-49280
25006,C-59821
17378,C-49472
20931,C-54331
15439,C-46851
16836,C-48727
23473,C-57786
22456,C-56414
17880,C-50153
23576,C-57930
13469,C-44238
22672,C-56704
18468,C-50959
20432,C-53673
14457,C-45526
18645,C-51212
23575,C-57928
17448,C-49569
22982,C-57128
27589,C-63209
24696,C-59410
10406,C-40468
17783,C-50025
17239,C-49287
23501,C-57828
23256,C-57501
16527,C-48310
18119,C-50481
17136,C-49151
24471,C-59118
26957,C-62399
18466,C-50957
20413,C-53647
22463,C-56422
19768,C-52761
19083,C-51805
11032,C-41216
15677,C-47165
17667,C-49859
21676,C-55368
17669,C-49862
26260,C-61473
27217,C-62723
21219,C-54734
11386,C-41635
25523,C-60532
24058,C-58573
28323,C-64172
13718,C-44549
19069,C-51787
15682,C-47173
23594,C-57950
19590,C-52512
11214,C-41437
19814,C-52823
24021,C-58520
18767,C-51374
17539,C-49686
24178,C-58728
17366,C-49454
11492,C-41765
14774,C-45955
20706,C-54028
21626,C-55296
23721,C-58119
22187,C-56061
10332,C-40389
19880,C-52910
12968,C-43597
13594,C-44398
22553,C-56544
16033,C-47632
18844,C-51478
19390,C-52230
27204,C-62705
25494,C-60492
21556,C-55201
19635,C-52583
14824,C-46023
13636,C-44446
17090,C-49089
19289,C-52092
23703,C-58095
12133,C-42541
17631,C-49808
27029,C-62497
10240,C-40274
13007,C-43643
22723,C-56782
19193,C-51957
12896,C-43510
17500,C-49635
18118,C-50480
16629,C-48450
21383,C-54963
17440,C-49557
14779,C-45962
13206,C-43903
17851,C-50115
10362,C-40419
10700,C-40819
21255,C-54784
13230,C-43936
27222,C-62729
17127,C-49138
20578,C-53867
12362,C-42837
23065,C-57240
23729,C-58130
14325,C-45348
16544,C-48335
28055,C-63829
21444,C-55044
18545,C-51073
23212,C-57443
13520,C-44299
17542,C-49690
26284,C-61507
18212,C-50612
13838,C-44717
23266,C-57515
15376,C-46765
19531,C-52432
27970,C-63714
22312,C-56223
18371,C-50824
10551,C-40640
10551,C-40639
28536,C-64451
28158,C-63965
28211,C-64028
25843,C-60945
18973,C-51659
26527,C-61837
25289,C-60216
14955,C-46211
26344,C-61585
27539,C-63140
18570,C-51108
21761,C-55473
20375,C-53593
13838,C-44718
20322,C-53518
23716,C-58111
17267,C-49324
17560,C-49714
28245,C-64079
27069,C-62543
10740,C-40867
22731,C-56794
12379,C-42860
15315,C-46676
20124,C-53236
23654,C-58026
23369,C-57648
16195,C-47866
23409,C-57705
23344,C-57615
16216,C-47901
26083,C-61254
15824,C-47361
22028,C-55846
23849,C-58290
20031,C-53115
11464,C-41730
11046,C-41235
18414,C-50883
16602,C-48414
25113,C-59964
15400,C-46798
24441,C-59079
22042,C-55864
17058,C-49041
27235,C-62748
13100,C-43761
18200,C-50593
17391,C-49494
22365,C-56291
24872,C-59651
23248,C-57491
19647,C-52596
23324,C-57588
18129,C-50495
10902,C-41058
24107,C-58635
19826,C-52840
23742,C-58146
23310,C-57571
19500,C-52388
23198,C-57425
16556,C-48352
27697,C-63354
21969,C-55762
12578,C-43112
26436,C-61714
18770,C-51379
22000,C-55805
12352,C-42822
22172,C-56040
22415,C-56359
21154,C-54653
26374,C-61628
26765,C-62147
23746,C-58151
25226,C-60135
28236,C-64065
16816,C-48698
26418,C-61688
19532,C-52433
15278,C-46631
27173,C-62666
20487,C-53750
16596,C-48404
25694,C-60759
12999,C-43634
26128,C-61309
23144,C-57351
21825,C-55554
19088,C-51811
22060,C-55887
21994,C-55797
23457,C-57764
10837,C-40981
25974,C-61115
28013,C-63775
21674,C-55365
23317,C-57579
18092,C-50442
21466,C-55076
17372,C-49463
27541,C-63143
24446,C-59084
18062,C-50400
13873,C-44768
20153,C-53280
24220,C-58787
17102,C-49103
25007,C-59822
19506,C-52397
15307,C-46666
22194,C-56069
17872,C-50142
10862,C-41013
10062,C-40073
27857,C-63561
18230,C-50638
19700,C-52673
22522,C-56503
18548,C-51080
27215,C-62718
21572,C-55221
19535,C-52437
27087,C-62561
24852,C-59621
22668,C-56699
23909,C-58368
26153,C-61341
24787,C-59529
16045,C-47648
20982,C-54406
21111,C-54599
10938,C-41104
10938,C-41103
23261,C-57507
22384,C-56317
25715,C-60785
22805,C-56885
17311,C-49384
17384,C-49481
14014,C-44949
11122,C-41325
22298,C-56204
22721,C-56779
23377,C-57658
16664,C-48504
24437,C-59072
20340,C-53542
25059,C-59890
10534,C-40621
28734,C-64719
21073,C-54549
20631,C-53932
20481,C-53738
15962,C-47543
19110,C-51845
24169,C-58716
16109,C-47737
14053,C-45003
22250,C-56144
18370,C-50823
12359,C-42832
26416,C-61684
20633,C-53935
24072,C-58590
16868,C-48775
11986,C-42365
25146,C-60014
23333,C-57603
19835,C-52853
15420,C-46824
12331,C-42795
14208,C-45211
21233,C-54754
17859,C-50124
26134,C-61317
10256,C-40294
26929,C-62360
16223,C-47910
16322,C-48038
24779,C-59515
27506,C-63098
21476,C-55088
15823,C-47360
23857,C-58303
25725,C-60799
21058,C-54525
21281,C-54823
20890,C-54275
22396,C-56332
15131,C-46445
28295,C-64137
25123,C-59978
12628,C-43173
21174,C-54678
20463,C-53713
21296,C-54845
27312,C-62844
21359,C-54935
18403,C-50868
24135,C-58673
24990,C-59799
17155,C-49177
11589,C-41879
14919,C-46162
14372,C-45402
14676,C-45823
22089,C-55926
21838,C-55573
24207,C-58770
23143,C-57349
20094,C-53195
26871,C-62288
27923,C-63652
19679,C-52642
23529,C-57863
20385,C-53607
19289,C-52093
10722,C-40841
10975,C-41146
21491,C-55108
15260,C-46611
14025,C-44963
25988,C-61132
16299,C-48008
27206,C-62708
17692,C-49894
16404,C-48149
19755,C-52745
19920,C-52968
20092,C-53193
20229,C-53385
14634,C-45761
28699,C-64668
20049,C-53138
23455,C-57761
15995,C-47588
21399,C-54985
22931,C-57057
13809,C-44678
23651,C-58020
24831,C-59588
12307,C-42764
24250,C-58823
16356,C-48086
16262,C-47960
26269,C-61488
26169,C-61360
21308,C-54861
10305,C-40356
22294,C-56199
23306,C-57564
24838,C-59599
17140,C-49159
13566,C-44365
16204,C-47888
27412,C-62972
19688,C-52654
14229,C-45237
23274,C-57524
10472,C-40546
11726,C-42046
19638,C-52586
24601,C-59290
19921,C-52970
21829,C-55560
25420,C-60391
26179,C-61373
27593,C-63215
23902,C-58360
24250,C-58822
15320,C-46682
24275,C-58857
15080,C-46380
11614,C-41909
24310,C-58902
20286,C-53466
24188,C-58743
10863,C-41015
16997,C-48951
12875,C-43485
14472,C-45545
16127,C-47767
16148,C-47795
12945,C-43569
15489,C-46916
25247,C-60165
24962,C-59763
13159,C-43836
11801,C-42142
19103,C-51833
24408,C-59033
21268,C-54805
20556,C-53838
21250,C-54778
10292,C-40339
28539,C-64457
22280,C-56181
14957,C-46213
16829,C-48717
22739,C-56805
17460,C-49583
27064,C-62537
10288,C-40335
14329,C-45354
27882,C-63595
19615,C-52553
15843,C-47390
23074,C-57250
22879,C-56989
15074,C-46371
14849,C-46060
24620,C-59312
21854,C-55594
25060,C-59891
16009,C-47605
26534,C-61845
21977,C-55775
13942,C-44858
20007,C-53081
17867,C-50134
11128,C-41332
14026,C-44965
13210,C-43911
20004,C-53078
14003,C-44934
16491,C-48266
24398,C-59017
24818,C-59566
12329,C-42790
28741,C-64727
11482,C-41752
18734,C-51327
24681,C-59391
27010,C-62470
12633,C-43178
17256,C-49310
10760,C-40891
25659,C-60713
24192,C-58748
19375,C-52212
21094,C-54576
22131,C-55981
23287,C-57541
23452,C-57757
20767,C-54110
12494,C-43004
18646,C-51214
27353,C-62892
14588,C-45697
14770,C-45951
24425,C-59056
22482,C-56448
25424,C-60400
15786,C-47315
27635,C-63266
21177,C-54682
24646,C-59345
22098,C-55938
25808,C-60904
15534,C-46982
12558,C-43086
20953,C-54363
15415,C-46817
18944,C-51608
15764,C-47286
26988,C-62442
17102,C-49104
19738,C-52721
13494,C-44268
13876,C-44773
25163,C-60041
18858,C-51497
19261,C-52050
26692,C-62054
14893,C-46124
25326,C-60266
24252,C-58827
25341,C-60282
27144,C-62631
21175,C-54679
19461,C-52336
18857,C-51496
21373,C-54951
24390,C-59008
22180,C-56053
20568,C-53855
21222,C-54739
13622,C-44430
12387,C-42870
16384,C-48124
27311,C-62843
18620,C-51175
26938,C-62371
17122,C-49130
22113,C-55958
16876,C-48789
17898,C-50180
19443,C-52307
12269,C-42713
14459,C-45531
16436,C-48192
18932,C-51594
17196,C-49231
22838,C-56926
20972,C-54391
20932,C-54332
16107,C-47733
20024,C-53104
21045,C-54506
25081,C-59920
10600,C-40702
26151,C-61337
28862,C-64884
23092,C-57278
14024,C-44961
25057,C-59888
19184,C-51944
20735,C-54064
17065,C-49053
11909,C-42273
11956,C-42328
21906,C-55674
26008,C-61157
18036,C-50364
19067,C-51785
23139,C-57345
15900,C-47461
24991,C-59801
25924,C-61050
16257,C-47952
14559,C-45660
17809,C-50059
22369,C-56298
19348,C-52177
21415,C-55007
14930,C-46178
17945,C-50246
21049,C-54510
26059,C-61219
12419,C-42911
10490,C-40566
22606,C-56611
13566,C-44363
24324,C-58923
16802,C-48679
28010,C-63770
15733,C-47246
17627,C-49803
21060,C-54529
21911,C-55680
14694,C-45848
13532,C-44316
24806,C-59552
21640,C-55316
25084,C-59927
24986,C-59794
12962,C-43590
21073,C-54550
19161,C-51909
21275,C-54814
11025,C-41203
22490,C-56460
25530,C-60545
20257,C-53423
20885,C-54268
13766,C-44613
20273,C-53447
15602,C-47067
20600,C-53892
26954,C-62394
26450,C-61733
27581,C-63198
12840,C-43444
18263,C-50685
24531,C-59196
25171,C-60057
17797,C-50044
25210,C-60115
27754,C-63423
10398,C-40460
23312,C-57574
15500,C-46933
21543,C-55186
22305,C-56214
24552,C-59227
27501,C-63089
12347,C-42815
20873,C-54252
27338,C-62875
22796,C-56873
23838,C-58278
24308,C-58899
20399,C-53627
21387,C-54968
13566,C-44364
22008,C-55814
21434,C-55032
10004,C-40007
11184,C-41397
14146,C-45128
22126,C-55975
18714,C-51299
23502,C-57829
10580,C-40675
14230,C-45238
13289,C-44009
22167,C-56035
27521,C-63120
21502,C-55128
10143,C-40161
19944,C-53001
23408,C-57703
10926,C-41089
23432,C-57734
22575,C-56570
22988,C-57135
25036,C-59860
11412,C-41664
20139,C-53256
13120,C-43782
14929,C-46176
18582,C-51124
17128,C-49140
27686,C-63336
21437,C-55035
19359,C-52192
21709,C-55409
26076,C-61245
13559,C-44353
15135,C-46450
21588,C-55243
19414,C-52267
18726,C-51315
22026,C-55838
24473,C-59121
24531,C-59195
24575,C-59258
21967,C-55759
18188,C-50578
28268,C-64107
18865,C-51508
19940,C-52994
26050,C-61205
23378,C-57663
11358,C-41599
22208,C-56086
27870,C-63578
21076,C-54553
20640,C-53944
11944,C-42311
16747,C-48610
20423,C-53661
21326,C-54889
12256,C-42696
17284,C-49346
25577,C-60604
13862,C-44753
19646,C-52595
17369,C-49460
18743,C-51339
26102,C-61278
19971,C-53039
22710,C-56764
12487,C-42996
22953,C-57082
21092,C-54574
11829,C-42173
13291,C-44011
21208,C-54718
16537,C-48324
20233,C-53389
20679,C-53993
18872,C-51518
18775,C-51387
26290,C-61517
27270,C-62791
22866,C-56968
22127,C-55977
25551,C-60575
20053,C-53142
11198,C-41416
24834,C-59593
15513,C-46956
13811,C-44681
11702,C-42015
21685,C-55378
27049,C-62519
13993,C-44923
26656,C-62004
12728,C-43302
24333,C-58937
19813,C-52820
25227,C-60136
23014,C-57174
22156,C-56015
15066,C-46359
22698,C-56749
15749,C-47265
17468,C-49592
19492,C-52376
15776,C-47299
17729,C-49947
18222,C-50628
20614,C-53908
28379,C-64243
18817,C-51446
15526,C-46973
28521,C-64431
20982,C-54407
14244,C-45254
24021,C-58521
24471,C-59117
21042,C-54501
22534,C-56520
26490,C-61785
22809,C-56892
11311,C-41542
20894,C-54280
23698,C-58086
17880,C-50154
16249,C-47942
14025,C-44962
25468,C-60455
22730,C-56793
20348,C-53556
26839,C-62246
23703,C-58094
20483,C-53741
14542,C-45638
22060,C-55886
28207,C-64024
20240,C-53398
21645,C-55323
17892,C-50171
24164,C-58709
18323,C-50761
19224,C-52000
13682,C-44507
18116,C-50477
13150,C-43827
22950,C-57079
